1103.0411 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001ED5D8D67C8>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001ED5D93B3C8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
1103.0411 	EXP 	window1: recordFrameIntervals = False
1103.2072 	EXP 	window1: recordFrameIntervals = True
1103.3907 	EXP 	window1: recordFrameIntervals = False
1103.4750 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=20, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='pix', win=Window(...), wrapWidth=500)
1103.5103 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=20, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='pix', win=Window(...), wrapWidth=500)
1104.5520 	EXP 	Created image_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([411., 476.]), texRes=128, units='pix', win=Window(...))
1104.5580 	EXP 	Created text_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=32, italic=False, languageStyle='LTR', name='text_1', opacity=1.0, ori=0, pos=array([-150.,  350.]), rgb=array([255., 255., 255.]), text='default text', units='pix', win=Window(...), wrapWidth=500)
1104.5717 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=0, fillColor=None, fillColorSpace='rgb', fillRGB=None, interpolate=True, lineColor='DarkGrey', lineColorSpace='named', lineRGB=array([169., 169., 169.]), lineWidth=1.5, name='unnamed Rect', opacity=1.0, ori=array(0.), pos=array([ 0. , -0.7]), size=array([1., 1.]), units='norm', vertices=ndarray(...), win=Window(...))
1104.5719 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, color='LightGray', depth=0, flip=False, font='HelveticaBold', granularity=1, labelHeight=0.05, labelWrapWidth=0.01, labels=[1, 2, 3, 4, 5], name='slider', pos=(0, -0.7), readOnly=False, self=UNKNOWN, size=(0.5, 0.05), style=method-wrapper(...), ticks=array([1, 2, 3, 4, 5]), units='norm', win=Window(...))
1104.5772 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=18, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0, pos=array([ 800., -390.]), rgb=array([255., 255., 255.]), text='非常にかわいい', units='pix', win=Window(...), wrapWidth=500)
1104.5798 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=18, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([  60., -390.]), rgb=array([255., 255., 255.]), text='全くかわいくない', units='pix', win=Window(...), wrapWidth=500)
1104.5992 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, image='koushinchu.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1500., 1000.]), texRes=128, units='pix', win=Window(...))
1104.6065 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=18, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Spaceキーを押すと始まります．', units='pix', win=Window(...), wrapWidth=500)
1104.6083 	EXP 	Created image_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([411., 476.]), texRes=128, units='pix', win=Window(...))
1104.6128 	EXP 	Created text_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=32, italic=False, languageStyle='LTR', name='text_1', opacity=1.0, ori=0, pos=array([-150.,  350.]), rgb=array([255., 255., 255.]), text='default text', units='pix', win=Window(...), wrapWidth=500)
1104.6221 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=0, fillColor=None, fillColorSpace='rgb', fillRGB=None, interpolate=True, lineColor='DarkGrey', lineColorSpace='named', lineRGB=array([169., 169., 169.]), lineWidth=1.5, name='unnamed Rect', opacity=1.0, ori=array(0.), pos=array([ 0. , -0.7]), size=array([1., 1.]), units='norm', vertices=ndarray(...), win=Window(...))
1104.6223 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, color='LightGray', depth=0, flip=False, font='HelveticaBold', granularity=1, labelHeight=0.05, labelWrapWidth=0.01, labels=[1, 2, 3, 4, 5], name='slider', pos=(0, -0.7), readOnly=False, self=UNKNOWN, size=(0.5, 0.05), style=method-wrapper(...), ticks=array([1, 2, 3, 4, 5]), units='norm', win=Window(...))
1104.6251 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=18, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0, pos=array([ 800., -390.]), rgb=array([255., 255., 255.]), text='非常にかわいい', units='pix', win=Window(...), wrapWidth=500)
1104.6271 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=18, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([  60., -390.]), rgb=array([255., 255., 255.]), text='全くかわいくない', units='pix', win=Window(...), wrapWidth=500)
1104.6442 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, image='koushinchu.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1500., 1000.]), texRes=128, units='pix', win=Window(...))
1104.6549 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=22, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='実験はこれで終了です。\nありがとうございました。', units='pix', win=Window(...), wrapWidth=500)
1104.6587 	EXP 	slider: autoLog = True
1104.6587 	EXP 	slider: markerPos = None
1104.6587 	EXP 	slider: rating = None
1104.6587 	EXP 	slider: markerPos = None
1104.6587 	EXP 	slider: contrast = 1.0
1104.6587 	EXP 	slider: autoLog = True
1104.6587 	EXP 	slider: style = ['rating', 'triangleMarker']
1104.6587 	EXP 	slider: autoLog = True
1104.6587 	EXP 	slider: markerPos = None
1104.6587 	EXP 	slider: rating = None
1104.6587 	EXP 	slider: markerPos = None
1104.6587 	EXP 	slider: contrast = 1.0
1104.6587 	EXP 	slider: autoLog = True
1104.6587 	EXP 	slider: style = ['rating', 'triangleMarker']
1104.6587 	EXP 	text_5: autoDraw = True
1110.6749 	EXP 	text_5: autoDraw = False
1110.6749 	EXP 	text: autoDraw = True
1120.7750 	DATA 	Keypress: space
1120.7756 	EXP 	Created sequence: random, trialTypes=1, nReps=10, seed=None
1120.7758 	EXP 	New trial (rep=0, index=0): None
1120.7802 	EXP 	window1: recordFrameIntervals = False
1120.8028 	EXP 	text: autoDraw = False
1120.8028 	EXP 	text_1: text = -9
1120.8028 	EXP 	slider: markerPos = None
1120.8028 	EXP 	slider: markerPos = None
1120.8028 	EXP 	slider: rating = None
1120.8028 	EXP 	image: autoDraw = True
1120.8085 	EXP 	window1: recordFrameIntervals = False
1120.9690 	EXP 	image_1: image = 'image_data/001/008/010.png'
1121.0072 	EXP 	image_1: autoDraw = True
1121.0072 	EXP 	text_1: autoDraw = True
1121.0072 	EXP 	slider: autoDraw = True
1121.0072 	EXP 	text_3: autoDraw = True
1121.0072 	EXP 	text_4: autoDraw = True
1121.8074 	EXP 	image: autoDraw = False
1124.2743 	DATA 	Mouse: Left button down, pos=(849,154)
1124.2909 	EXP 	slider: markerPos = 2.075
1124.3076 	EXP 	slider: markerPos = 2.075
1124.3243 	EXP 	slider: markerPos = 2.075
1124.3415 	EXP 	slider: markerPos = 2.075
1124.3581 	EXP 	slider: markerPos = 2.075
1124.3746 	EXP 	slider: markerPos = 2.075
1124.3907 	EXP 	slider: markerPos = 2.075
1124.3910 	DATA 	Mouse:  Left button up, pos=(849,154)
1124.4074 	EXP 	slider: markerPos = 2.0
1124.4074 	EXP 	slider: rating = 2.0
1124.4083 	EXP 	New trial (rep=1, index=0): None
1124.4115 	EXP 	window1: recordFrameIntervals = False
1124.4242 	EXP 	image_1: autoDraw = False
1124.4242 	EXP 	text_1: autoDraw = False
1124.4242 	EXP 	slider: autoDraw = False
1124.4242 	EXP 	text_3: autoDraw = False
1124.4242 	EXP 	text_4: autoDraw = False
1124.4242 	EXP 	image: autoDraw = False
1124.4242 	EXP 	text_1: text = -8
1124.4242 	EXP 	slider: markerPos = None
1124.4242 	EXP 	slider: markerPos = None
1124.4242 	EXP 	slider: rating = None
1124.4242 	EXP 	image: autoDraw = True
1124.4438 	EXP 	window1: recordFrameIntervals = False
1124.6005 	EXP 	image_1: image = 'image_data/020/012/001.png'
1124.6408 	EXP 	image_1: autoDraw = True
1124.6408 	EXP 	text_1: autoDraw = True
1124.6408 	EXP 	slider: autoDraw = True
1124.6408 	EXP 	text_3: autoDraw = True
1124.6408 	EXP 	text_4: autoDraw = True
1125.4409 	EXP 	image: autoDraw = False
1126.3409 	DATA 	Mouse: Left button down, pos=(849,154)
1126.3574 	EXP 	slider: markerPos = 2.075
1126.3741 	EXP 	slider: markerPos = 2.075
1126.3908 	EXP 	slider: markerPos = 2.075
1126.4076 	EXP 	slider: markerPos = 2.075
1126.4242 	EXP 	slider: markerPos = 2.075
1126.4409 	EXP 	slider: markerPos = 2.075
1126.4575 	EXP 	slider: markerPos = 2.075
